City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,midvagur,62.0511,-7.1939,285.61,76,0,4.63,FO,1686578921
84,remire-montjoly,4.9167,-52.2667,302.17,74,40,2.06,GF,1686578922
85,kidal,18.4411,1.4078,313.17,21,13,4.92,ML,1686578922
86,glendale,33.5387,-112.186,297.02,42,0,5.14,US,1686578724
87,hakha,22.65,93.6167,290.1,92,67,1.06,MM,1686578923
88,vila franca do campo,37.7167,-25.4333,293.38,93,100,6.05,PT,1686578793
89,deschutes river woods,43.9915,-121.3584,288.94,69,0,0.89,US,1686578923
90,pimentel,-6.8367,-79.9342,297.31,69,0,7.2,PE,1686578923
91,robstown,27.7903,-97.6689,304.03,83,75,4.63,US,1686578924
92,kuah,6.3265,99.8432,301.53,72,74,3.09,MY,1686578924
93,bredasdorp,-34.5322,20.0403,286.67,71,67,9.24,ZA,1686578769
94,stanley,54.868,-1.6985,294.92,67,0,4.63,GB,1686578659
95,nar'yan-mar,67.6713,53.087,288.64,47,100,5.5,RU,1686578925
96,karratha,-20.7377,116.8463,294.9,37,1,2.79,AU,1686578808
97,cabo san lucas,22.8909,-109.9124,298.74,56,0,4.46,MX,1686578753
98,margaret river,-33.95,115.0667,288.37,71,48,5.1,AU,1686578775
99,bokhan,53.153,103.7714,287.58,96,100,0.54,RU,1686578925
100,taroudant,30.4703,-8.877,303.94,36,0,8.91,MA,1686578926
101,papatowai,-46.5619,169.4708,283.28,87,70,5.85,NZ,1686578758
102,bani walid,31.7566,13.9942,306.81,20,0,8.38,LY,1686578926
103,ronne,55.1009,14.7066,294.1,26,0,7.2,DK,1686578927
104,san antonio de pale,-1.4014,5.6325,298.01,86,100,3.69,GQ,1686578927
105,matoury,4.8483,-52.3317,302.13,74,40,2.06,GF,1686578927
106,aasiaat,68.7098,-52.8699,274.47,77,58,12.32,GL,1686578754
107,vilyuysk,63.7553,121.6247,277.69,65,7,2.28,RU,1686578928
108,whitehorse,60.7161,-135.0538,281.49,65,97,1.79,CA,1686578928
109,rocky mountain house,52.3668,-114.9188,285.21,87,40,2.06,CA,1686578637
110,jiazi,22.8779,116.067,300.48,84,100,2.88,CN,1686578928
111,longyearbyen,78.2186,15.6401,276.06,70,75,5.66,SJ,1686578505
112,arroyo seco,-33.1549,-60.5086,282.53,10,0,2.47,AR,1686578929
113,olonkinbyen,70.9221,-8.7187,274.21,84,32,3.8,SJ,1686578929
114,pangody,65.85,74.4859,275.01,97,100,8.79,RU,1686578929
115,minas de marcona,-15.2119,-75.1103,286.54,79,68,6.7,PE,1686578779
116,oistins,13.0667,-59.5333,301.71,73,56,8.3,BB,1686578930
117,midland,31.9974,-102.0779,300.82,70,0,2.57,US,1686578649
118,mukalla,14.5425,49.1242,308.95,54,100,7.37,YE,1686578930
119,college,64.8569,-147.8028,284.33,69,0,0.45,US,1686578808
120,swellendam,-34.0226,20.4417,287.22,68,100,6.13,ZA,1686578931
121,mao,39.8885,4.2658,299.46,65,20,3.09,ES,1686578931
122,sandnessjoen,66.0217,12.6316,290.44,83,75,7.72,NO,1686578932
123,fengrun,39.8333,118.1167,291.45,67,34,2.12,CN,1686578932
124,vila velha,-20.3297,-40.2925,302.12,74,0,5.14,BR,1686578932
125,udachny,66.4167,112.4,285.07,43,10,3.55,RU,1686578776
126,westport,41.1415,-73.3579,296.34,81,100,1.34,US,1686578638
127,mount gambier,-37.8333,140.7667,284.99,67,100,4.47,AU,1686578933
128,fisterra,42.9049,-9.2629,294.27,89,100,0.58,ES,1686578933
129,atafu village,-8.5421,-172.5159,301.98,75,30,5.96,TK,1686578805
130,saint-joseph,-21.3667,55.6167,296.36,82,31,2.7,RE,1686578934
131,anadyr,64.75,177.4833,280.43,75,0,3.0,RU,1686578934
132,douz,33.4663,9.0203,308.41,25,0,1.6,TN,1686578934
133,afaahiti,-17.75,-149.2833,295.08,68,91,7.77,PF,1686578807
134,solleftea,63.1667,17.2667,297.07,21,100,3.35,SE,1686578935
135,ananyiv,47.7201,29.9664,290.44,70,100,6.42,UA,1686578935
136,sault ste. marie,46.5168,-84.3333,284.31,84,100,2.57,CA,1686578740
137,ketchikan,55.3422,-131.6461,285.41,94,100,0.0,US,1686578936
138,isafjordur,66.0755,-23.124,287.17,47,20,5.66,IS,1686578777
139,cannonvale,-20.2833,148.7,294.81,86,18,4.42,AU,1686578937
140,lazaro cardenas,17.9583,-102.2,300.32,70,12,1.66,MX,1686578937
141,constitucion,-35.3333,-72.4167,279.28,71,3,3.03,CL,1686578937
142,hilo,19.7297,-155.09,296.27,87,0,3.13,US,1686578924
143,thompson,55.7435,-97.8558,289.24,77,75,2.06,CA,1686578701
144,champerico,14.3,-91.9167,301.84,76,94,2.19,GT,1686578938
145,piechowice,50.8496,15.5989,296.43,42,12,4.27,PL,1686578938
146,igarka,67.4667,86.5833,283.57,76,100,4.71,RU,1686578939
147,caleta de carquin,-11.0925,-77.6267,294.38,73,88,4.01,PE,1686578939
148,es castell,39.8795,4.2854,299.53,65,20,3.09,ES,1686578939
149,madang,-5.2246,145.7966,298.96,90,95,2.18,PG,1686578940
150,barakani,-12.1356,44.4317,299.04,68,34,2.71,KM,1686578817
151,flying fish cove,-10.4217,105.6791,298.97,88,100,6.17,CX,1686578757
152,manggar,-2.8833,108.2667,301.08,81,64,5.36,ID,1686578839
153,pyt-yakh,60.7499,72.8582,280.5,70,89,4.5,RU,1686578941
154,tolanaro,-25.0319,46.9987,299.19,69,20,6.17,MG,1686578764
155,nikolayevsk-on-amure,53.1406,140.73,281.84,96,100,0.87,RU,1686578941
156,tual,-5.6667,132.75,300.45,83,100,9.96,ID,1686578796
157,kolonia town,6.964,158.206,302.15,79,100,4.63,FM,1686578942
158,cill airne,52.05,-9.5167,293.18,68,100,2.57,IE,1686578942
159,touros,-5.1989,-35.4608,301.22,72,27,5.89,BR,1686578943
160,sukabumi,-6.9181,106.9267,294.87,97,57,0.72,ID,1686578943
161,namie,37.4833,141.0,294.66,93,100,0.83,JP,1686578943
162,vilyuchinsk,52.9306,158.4028,282.18,68,0,3.55,RU,1686578944
163,petropavlivka,48.4564,36.4367,292.97,70,100,6.36,UA,1686578944
164,belyy yar,53.6039,91.3903,289.09,77,0,2.0,RU,1686578944
165,badger,64.8,-147.5333,284.29,77,0,0.45,US,1686578765
166,iaciara,-14.0958,-46.6317,305.25,30,2,0.76,BR,1686578648
167,nova vicosa,-17.8919,-39.3719,300.35,62,1,3.52,BR,1686578855
168,utrik,11.2278,169.8474,300.75,79,79,9.37,MH,1686578783
169,altai,46.3722,96.2583,295.11,26,61,6.63,MN,1686578945
170,marshall,34.3834,-86.3333,294.31,88,100,2.57,US,1686578946
171,akureyri,65.6835,-18.0878,291.53,34,92,2.44,IS,1686578946
172,qaqortoq,60.7167,-46.0333,282.04,57,93,1.8,GL,1686578767
173,swakopmund,-22.6833,14.5333,289.81,78,8,1.34,NA,1686578947
174,kyaikto,17.3,97.0167,299.89,82,71,0.85,MM,1686578947
175,mugia,43.1041,-9.2179,294.35,90,99,0.79,ES,1686578947
176,vorkuta,67.5,64.0,281.91,40,88,7.0,RU,1686578947
177,constantia,44.1833,28.65,296.53,65,61,5.48,RO,1686578737
178,katsuura,35.1333,140.3,294.92,94,95,2.54,JP,1686578948
179,mount isa,-20.7333,139.5,285.02,62,100,0.0,AU,1686578949
180,gao,16.6362,1.637,311.29,27,53,4.2,ML,1686578949
181,namibe,-15.1961,12.1522,295.0,55,8,5.11,AO,1686578913
182,ust'-kut,56.7938,105.7672,284.36,58,99,3.59,RU,1686578950
183,saudarkrokur,65.7461,-19.6394,288.5,48,96,3.87,IS,1686578950
184,ayutla de los libres,16.9,-99.2167,302.03,63,77,0.87,MX,1686578950
185,saipan,15.1355,145.701,301.54,100,40,3.6,MP,1686578950
186,arraial do cabo,-22.9661,-42.0278,299.07,69,0,5.66,BR,1686578951
187,east london,-33.0153,27.9116,292.84,53,78,7.9,ZA,1686578951
188,ataq,14.5377,46.8319,309.79,10,77,6.14,YE,1686578951
189,aripuana,-9.1667,-60.6333,302.59,65,96,0.79,BR,1686578952
190,amos,48.5669,-78.1162,290.26,69,100,2.44,CA,1686578797
191,walvis bay,-22.9575,14.5053,289.87,63,0,8.69,NA,1686578952
192,xiaoweizhai,26.1903,107.5125,291.59,90,100,1.07,CN,1686578815
193,orchard homes,46.8633,-114.0484,289.23,94,75,0.45,US,1686578953
194,nikel,69.4128,30.222,292.25,28,91,9.7,RU,1686578953
195,acarau,-2.8856,-40.12,302.8,64,25,5.74,BR,1686578954
196,barranca,-10.75,-77.7667,294.06,74,100,3.51,PE,1686578954
197,tisaiyanvilai,8.3333,77.8833,302.98,62,97,6.57,IN,1686578954
198,kuanda,56.3161,116.0806,283.36,82,90,2.14,RU,1686578955
199,mount pearl,47.5166,-52.7813,279.34,94,100,2.24,CA,1686578955
200,nosy varika,-20.5833,48.5333,296.2,81,41,2.36,MG,1686578955
201,port hedland,-20.3167,118.5667,293.18,49,0,2.57,AU,1686578956
202,sitka,57.0531,-135.33,282.09,87,100,4.12,US,1686578954
203,reggane,26.7158,0.1714,316.77,5,0,5.44,DZ,1686578956
204,kesap,40.9164,38.5144,295.05,89,100,0.98,TR,1686578956
205,chimbarongo,-34.7,-71.05,274.11,69,50,1.64,CL,1686578957
206,susuman,62.7833,148.1667,288.89,63,100,2.13,RU,1686578756
207,mezhdurechenskiy,59.6,65.9333,287.57,37,96,3.04,RU,1686578957
208,savalou,7.9281,1.9756,305.65,44,73,2.23,BJ,1686578958
209,mejit,10.2753,170.8646,301.01,79,95,8.59,MH,1686578958
210,praia,14.9215,-23.5087,302.45,58,20,9.77,CV,1686578958
211,labytnangi,66.6572,66.4183,282.84,38,3,7.14,RU,1686578959
212,acapulco de juarez,16.8634,-99.8901,302.05,70,20,1.54,MX,1686578772
213,sinabang,2.4803,96.3801,300.67,77,44,1.39,ID,1686578959
214,hargeysa,9.56,44.065,303.54,33,100,3.5,SO,1686578960
215,mahibadhoo,3.7833,72.9667,302.03,78,60,7.42,MV,1686578960
216,bahua,25.85,80.6333,314.7,17,20,4.83,IN,1686578960
217,recani,31.2846,-4.2688,309.89,11,0,1.67,MA,1686578961
218,naracoorte,-36.9579,140.7383,284.49,68,100,5.31,AU,1686578961
219,port elizabeth,-33.918,25.5701,290.43,63,0,12.86,ZA,1686578702
220,sibiti,-3.6819,13.3499,299.67,69,88,1.37,CG,1686578962
221,tipton,52.5296,-2.0677,300.92,64,42,3.45,GB,1686578962
222,alice springs,-23.7,133.8833,284.94,50,1,0.0,AU,1686578963
223,rio preto da eva,-2.6994,-59.6997,303.83,61,0,1.99,BR,1686578963
224,alaghsas,17.0187,8.0168,312.16,22,0,3.07,NE,1686578964
225,caudete,38.7068,-0.9872,300.73,34,100,4.51,ES,1686578964
226,qarqaraly,49.4058,75.4742,294.02,33,13,4.38,KZ,1686578964
227,la passe,45.5549,-0.8967,296.31,78,100,3.38,FR,1686578965
228,yuzhno-kurilsk,44.0306,145.8556,284.59,99,46,4.58,RU,1686578965
229,pyin oo lwin,22.0333,96.4667,294.22,88,40,1.1,MM,1686578966
230,kiomboi,-4.2667,34.3667,300.08,27,53,2.47,TZ,1686578966
231,mthatha,-31.5889,28.7844,291.52,33,28,3.16,ZA,1686578967
232,dalandzadgad,43.5708,104.425,297.09,18,17,8.09,MN,1686578967
233,iskateley,67.6803,53.1512,288.52,47,100,5.47,RU,1686578967
234,humaita,-7.5061,-63.0208,302.47,69,100,0.76,BR,1686578967
235,saint-philippe,-21.3585,55.7679,296.92,82,45,2.52,RE,1686578817
236,al kharijah,25.4514,30.5464,314.22,13,0,6.94,EG,1686578968
237,mossel bay,-34.1831,22.146,288.03,67,64,11.73,ZA,1686578969
238,la'ie,21.6477,-157.9253,299.13,80,31,1.79,US,1686578969
239,salinopolis,-0.6136,-47.3561,302.76,68,2,5.6,BR,1686578969
240,krasnoural'sk,58.3638,60.0407,286.95,39,100,4.02,RU,1686578969
241,muynoq,43.7683,59.0214,302.08,25,0,8.59,UZ,1686578970
242,hasaki,35.7333,140.8333,293.83,96,100,3.29,JP,1686578763
243,colonia,50.9333,6.95,304.74,28,0,3.09,DE,1686578797
244,mili,6.0815,171.735,301.49,78,100,8.53,MH,1686578971
245,hiriyur,13.9456,76.6192,303.61,43,19,9.65,IN,1686578971
246,the pas,53.8251,-101.2541,293.71,58,68,2.89,CA,1686578971
247,ndele,8.4109,20.6473,301.63,64,94,2.53,CF,1686578972
248,peace river,56.2501,-117.286,287.4,67,92,1.27,CA,1686578933
249,prince rupert,54.3161,-130.3201,286.19,71,100,1.54,CA,1686578972
250,gurupi,-11.7292,-49.0686,305.97,32,0,3.41,BR,1686578833
251,gulnar,36.3415,33.3992,293.88,52,10,5.56,TR,1686578973
252,laojunmiao,39.8333,97.7333,295.71,19,57,8.14,CN,1686578973
253,crane,31.3974,-102.3501,301.69,48,0,3.66,US,1686578974
254,dzuunmod,48.2199,97.3744,289.26,60,73,1.57,MN,1686578974
255,beau vallon,-20.4189,57.6953,298.27,76,13,2.65,MU,1686578975
256,pisco,-13.7,-76.2167,293.18,73,23,4.12,PE,1686578975
257,inirida,3.8653,-67.9239,298.39,89,99,1.12,CO,1686578975
258,kapa'a,22.0752,-159.319,296.54,91,68,0.45,US,1686578976
259,new norfolk,-42.7826,147.0587,283.87,78,77,1.24,AU,1686578976
260,yarega,63.4354,53.5765,287.51,50,98,2.79,RU,1686578976
261,lichinga,-13.3128,35.2406,294.18,41,21,2.17,MZ,1686578977
262,georgetown,5.4112,100.3354,304.12,72,20,5.14,MY,1686578707
263,praia da vitoria,38.7333,-27.0667,292.21,95,100,9.41,PT,1686578977
264,uturoa,-16.7333,-151.4333,300.05,72,40,8.18,PF,1686578978
265,galdar,28.147,-15.6502,297.43,77,34,3.43,ES,1686578978
266,puerto baquerizo moreno,-0.9,-89.6,299.7,83,75,5.14,EC,1686578978
267,maintirano,-18.0667,44.0167,298.74,66,0,5.03,MG,1686578789
268,horta,38.5333,-28.6333,292.95,97,75,5.14,PT,1686578979
269,saskatoon,52.1168,-106.6345,294.14,51,29,3.51,CA,1686578954
270,ambovombe,-25.1667,46.0833,294.15,80,5,5.41,MG,1686578980
271,aioi,34.8036,134.4681,293.9,94,100,0.9,JP,1686578980
272,ajuchitlan del progreso,18.1519,-100.4835,302.24,56,66,0.07,MX,1686578980
273,jabor,5.921,169.6434,301.36,80,100,7.97,MH,1686578981
274,el calafate,-50.3408,-72.2768,274.04,70,80,4.63,AR,1686578981
275,cururupu,-1.8283,-44.8683,303.49,61,2,3.14,BR,1686578866
276,illizi,26.4833,8.4667,314.96,8,0,4.04,DZ,1686578981
277,yakeshi,49.2833,120.7333,289.72,64,15,0.78,CN,1686578759
278,mbala,-8.8402,31.3659,295.54,41,53,1.21,ZM,1686578982
279,pimenta bueno,-11.6725,-61.1936,301.31,71,35,1.57,BR,1686578806
280,bongaree,-27.0797,153.1586,291.05,82,17,2.0,AU,1686578983
281,bununu,9.8681,9.6628,306.15,40,87,0.39,NG,1686578984
282,san luis de la loma,17.2706,-100.8939,302.09,63,77,1.1,MX,1686578984
283,hadibu,12.65,54.0333,302.78,72,100,7.49,YE,1686578984
284,nova sintra,14.8667,-24.7167,295.81,79,43,7.2,CV,1686578790
285,carahue,-38.7,-73.1667,277.82,86,15,0.91,CL,1686578985
286,tshikapa,-6.4167,20.8,308.12,25,99,0.34,CD,1686578985
287,northam,51.0333,-4.2167,292.4,87,85,3.55,GB,1686578986
288,tamandare,-8.7597,-35.1047,301.3,67,16,4.14,BR,1686578986
289,sabzevar,36.2126,57.6819,308.75,14,40,7.2,IR,1686578780
290,ghadamis,30.1337,9.5007,311.38,13,0,4.14,LY,1686578986
291,sal rei,16.1833,-22.9167,302.26,65,40,9.77,CV,1686578721
292,guerrero negro,27.9769,-114.0611,289.63,83,3,5.98,MX,1686578987
293,forster,-32.1667,152.5167,283.87,100,43,2.52,AU,1686578987
294,dem'yanovo,60.3511,47.0842,291.77,42,63,2.32,RU,1686578988
295,sherwood park,53.5168,-113.3187,292.03,74,1,1.34,CA,1686578861
296,papao,-17.75,-149.55,295.97,67,30,8.2,PF,1686578988
297,burutu,5.3509,5.5076,299.52,81,100,2.9,NG,1686578989
298,sisimiut,66.9395,-53.6735,273.67,94,81,11.4,GL,1686578989
299,new ulm,44.3125,-94.4605,292.74,48,0,6.17,US,1686578862
300,motueka,-41.1333,173.0167,282.09,86,0,1.83,NZ,1686578720
301,keflavik,64.0049,-22.5624,282.39,71,75,4.63,IS,1686578768
302,antigonish,45.6169,-61.9986,296.01,66,6,0.89,CA,1686578990
303,nemuro,43.3236,145.575,284.48,99,86,3.8,JP,1686578991
304,newberry,34.2746,-81.6187,296.96,90,87,5.25,US,1686578991
305,daru,-9.0763,143.2092,298.71,86,100,5.92,PG,1686578991
306,tamale,9.4008,-0.8393,303.78,52,100,3.6,GH,1686578991
307,souillac,-20.5167,57.5167,297.67,76,40,1.78,MU,1686578992
308,veraval,20.9,70.3667,301.72,84,100,12.76,IN,1686578992
309,taro,-8.3862,115.28,296.15,94,71,1.65,ID,1686578992
310,dalnerechensk,45.9339,133.7225,288.46,92,95,1.56,RU,1686578993
311,kirensk,57.7853,108.1119,281.02,69,3,2.53,RU,1686578993
312,conde,-7.2597,-34.9075,298.85,89,75,3.6,BR,1686578924
313,aldan,58.6031,125.3894,278.54,97,100,3.55,RU,1686578994
314,road town,18.4167,-64.6167,305.2,62,40,6.17,VG,1686578994
315,rock forest,45.3702,-71.99,293.36,67,100,2.27,CA,1686578994
316,weno,7.4515,151.8468,301.12,89,100,3.09,FM,1686578995
317,timbuktu,16.7735,-3.0074,312.46,25,8,2.52,ML,1686578995
318,paris,48.8534,2.3488,301.69,68,0,3.6,FR,1686578911
319,raahe,64.6833,24.4833,293.2,63,100,10.84,FI,1686578996
320,bikenibeu village,1.3673,173.1241,301.13,83,20,1.54,KI,1686578996
321,dolyna,48.9733,24.0094,282.7,92,100,2.02,UA,1686578996
322,san patricio,28.017,-97.5169,303.08,76,12,5.75,US,1686578997
323,manicore,-5.8092,-61.3003,304.07,61,25,1.33,BR,1686578997
324,zadar,44.1197,15.2422,300.49,39,20,4.63,HR,1686578997
325,mangrol,21.1167,70.1167,301.56,85,100,13.75,IN,1686578961
326,tukrah,32.5341,20.5791,298.12,58,0,5.81,LY,1686578966
327,st. john's,47.5649,-52.7093,279.8,94,100,3.13,CA,1686578772
328,luderitz,-26.6481,15.1594,290.74,68,0,5.95,NA,1686578998
329,keren,15.7778,38.4581,293.85,75,98,4.31,ER,1686578999
330,vernon,50.2581,-119.2691,293.67,63,0,1.79,CA,1686578999
331,palikir - national government center,6.9248,158.1611,301.56,79,100,4.63,FM,1686578794
332,lihue,21.9789,-159.3672,296.13,88,75,4.8,US,1686578999
333,male,4.1748,73.5089,303.12,84,75,5.66,MV,1686578991
334,roma,43.2128,-75.4557,298.0,67,75,7.2,US,1686578765
335,elliot,-31.3333,27.85,285.5,45,56,6.64,ZA,1686579000
336,oranjemund,-28.55,16.4333,289.31,72,17,3.6,NA,1686579001
337,pacasmayo,-7.4006,-79.5714,295.55,78,32,6.04,PE,1686579001
338,tazacorte,28.629,-17.9293,297.68,75,75,4.12,ES,1686579002
339,sydney,-33.8679,151.2073,288.76,84,100,1.54,AU,1686578978
340,takab,36.4009,47.1133,299.91,19,6,4.39,IR,1686579003
341,ginebra,46.2022,6.1457,301.61,31,20,3.09,CH,1686578824
342,halifax,44.6453,-63.5724,298.53,47,40,4.63,CA,1686578140
343,noyabrsk,63.1994,75.4507,275.53,96,100,8.65,RU,1686579004
344,sparti,37.0733,22.4297,296.82,74,91,0.8,GR,1686579004
345,castillos,-34.1667,-53.8333,283.72,46,0,5.69,UY,1686579005
346,bubaque,11.2833,-15.8333,300.74,79,100,4.94,GW,1686579005
347,tamanrasset,22.785,5.5228,310.1,12,41,1.03,DZ,1686578813
348,obo,5.3998,26.4869,306.63,36,39,1.72,CF,1686579006
349,kasaragod,12.5,75.0,301.2,76,35,1.86,IN,1686579006
350,gubkinskiy,64.434,76.5026,276.22,94,100,9.67,RU,1686579007
351,timiryazevskoye,56.49,84.8769,286.4,90,100,3.01,RU,1686579007
352,winnemucca,40.973,-117.7357,286.18,88,100,1.54,US,1686579008
353,san matias,-16.3667,-58.4,289.99,90,100,3.31,BO,1686579008
354,baishan,41.9431,126.4286,285.44,91,100,1.35,CN,1686579008
355,el-tor,28.2364,33.6254,312.23,19,0,6.69,EG,1686579009
356,timaru,-44.4,171.25,279.81,72,33,2.61,NZ,1686579009
357,axim,4.8699,-2.2405,301.12,63,100,3.84,GH,1686579009
358,dymer,50.7865,30.3026,287.53,81,100,6.05,UA,1686578922
359,aberdeen,57.1437,-2.0981,298.51,77,93,3.6,GB,1686579010
360,quelimane,-17.8786,36.8883,300.39,55,0,2.83,MZ,1686579011
361,oltinko'l,40.8011,72.1634,309.31,21,84,4.69,UZ,1686579011
362,gwadar,25.1216,62.3254,303.43,71,12,3.02,PK,1686579011
363,la libertad,-2.2333,-80.9,299.96,89,20,6.17,EC,1686579012
364,enewetak,11.3474,162.3373,301.12,79,99,8.13,MH,1686578817
365,sao vicente,-23.9631,-46.3919,301.63,73,20,1.34,BR,1686578789
366,laguna,38.421,-121.4238,289.14,80,20,6.69,US,1686579013
367,kondopoga,62.2057,34.2614,295.97,30,44,4.96,RU,1686579013
